cluster_id,rule_id,jurisdiction,utility,cprc_framework,amount_type,amount_per_year_aud,amount_basis,card_types_included,eligible_cards_total,dedup_factor,eligible_households,unclaimed_rate,unclaimed_rate_source,cprc_data_quarter,unclaimed_households,unclaimed_total_aud,dss_data_quarter,dss_data_url,corroboration_source,cprc_citation
VIC Water Concession,AU_VIC_WATER_SEWERAGE_CONCESSION,VIC,water,Victoria_DFFH,percentage_imputed,250.0,Bill-capped at $372.10/yr (2025-26 DFFH official); imputed $250 assumes typical water bills reach ~67% of cap before hitting it (conservative). Cap-only scenarios would imply $372.10.,pensioner_concession_card|dva_gold_card (generic)|health_care_card (note: per actual DFFH rule HCC is INELIGIBLE for water — but CPRC denominator includes HCC; see disclosure),1414194,0.616,871143,0.22,"CPRC Mind the Gap Figure 5, p13, Victoria_DFFH 2021-22",2021-22,191651,47912750,"DSS Payment Demographic Data, June 2022 (per CPRC endnote 10) + DVA Treatment Population, March 2022",https://data.gov.au/data/dataset/dss-payment-demographic-data,"Same-source self-corroboration only — DHHS 2015 survey reported 78% water concession receive-rate (= 22% gap, identical to CPRC).","Consumer Policy Research Centre (CPRC), Mind the Gap — Identifying the gap between energy concession eligibility and concessions received, November 2022. Author: Ben Martin Hobbs."
