cluster_id,rule_id,jurisdiction,utility,cprc_framework,amount_type,amount_per_year_aud,amount_basis,card_types_included,eligible_cards_total,dedup_factor,eligible_households,unclaimed_rate,unclaimed_rate_source,cprc_data_quarter,unclaimed_households,unclaimed_total_aud,dss_data_quarter,dss_data_url,corroboration_source,cprc_citation
VIC Electricity Concession,AU_VIC_ANNUAL_ELECTRICITY_CONCESSION,VIC,electricity,Victoria_DFFH,percentage_imputed,262.5,"17.5% × $1,500 typical VIC concession-household annual electricity bill (per CPRC-cited retailer AER reporting; conservative vs $2,000 unrestricted-population benchmark)",pensioner_concession_card|health_care_card|dva_gold_card (generic),1414194,0.7,989936,0.07,"CPRC Mind the Gap Figure 5, p13, Victoria_DFFH 2021-22",2021-22,69296,18190200,"DSS Payment Demographic Data, June 2022 (per CPRC endnote 10) + DVA Treatment Population, March 2022",https://data.gov.au/data/dataset/dss-payment-demographic-data,Same-source self-corroboration only — CPRC notes 'NECF and VIC may not be comparable' (p9). DHHS 2015 survey 87% receive-rate ≈ 13% gap aligns to within 6pp.,"Consumer Policy Research Centre (CPRC), Mind the Gap — Identifying the gap between energy concession eligibility and concessions received, November 2022. Author: Ben Martin Hobbs."
