cluster_id,rule_id,jurisdiction,utility,cprc_framework,amount_type,amount_per_year_aud,amount_basis,card_types_included,eligible_cards_total,dedup_factor,eligible_households,unclaimed_rate,unclaimed_rate_source,cprc_data_quarter,unclaimed_households,unclaimed_total_aud,dss_data_quarter,dss_data_url,corroboration_source,cprc_citation
VIC Electricity Concession (Excess),AU_VIC_EXCESS_ELECTRICITY_CONCESSION,VIC,electricity,Victoria_DFFH,formula_imputed,1038.12,"Tier-2 (official worked example, NOT avg). DFFH formula: A = [17.5% × (B − C)] − (D × 0.0823) per month. Official example: B=$560, C=$24.25, D=88 → A=$86.51/month = $1,038.12/yr per recipient. See METHODOLOGY §7.3.",pensioner_concession_card|health_care_card|dva_gold_card (generic),1414194,0.7,989936,0.07,"CPRC Mind the Gap Figure 5, p13, Victoria_DFFH 2021-22",2021-22,3465,3597086,"DSS Payment Demographic Data, June 2022 (per CPRC endnote 10) + DVA Treatment Population, March 2022",https://data.gov.au/data/dataset/dss-payment-demographic-data,No direct corroboration — Tier-2 official example × imputed trigger rate. CPRC report notes Excess as separate VIC concession (p12) but does not separately report its take-up gap.,"Consumer Policy Research Centre (CPRC), Mind the Gap — Identifying the gap between energy concession eligibility and concessions received, November 2022. Author: Ben Martin Hobbs."
