cluster_id,rule_id,jurisdiction,utility,cprc_framework,amount_type,amount_per_year_aud,amount_basis,card_types_included,eligible_cards_total,dedup_factor,eligible_households,unclaimed_rate,unclaimed_rate_source,cprc_data_quarter,unclaimed_households,unclaimed_total_aud,dss_data_quarter,dss_data_url,corroboration_source,cprc_citation
VIC Gas Concession,AU_VIC_WINTER_GAS_CONCESSION,VIC,gas,Victoria_DFFH,percentage_imputed,80.0,"17.5% × typical winter (May–Oct) VIC concession-household gas bill, annualised — winter ≈ 50% of annual gas usage; CPRC retailer reporting basis",pensioner_concession_card|health_care_card|dva_gold_card (generic),1414194,0.532,752351,0.12,"CPRC Mind the Gap Figure 5, p13, Victoria_DFFH 2021-22",2021-22,90282,7222560,"DSS Payment Demographic Data, June 2022 (per CPRC endnote 10) + DVA Treatment Population, March 2022",https://data.gov.au/data/dataset/dss-payment-demographic-data,"Same-source self-corroboration only — DHHS 2015 survey reported 74% gas concession receive-rate (= 26% gap), notably higher than CPRC's 12% — methodology divergence acknowledged by CPRC.","Consumer Policy Research Centre (CPRC), Mind the Gap — Identifying the gap between energy concession eligibility and concessions received, November 2022. Author: Ben Martin Hobbs."
