cluster_id,rule_id,jurisdiction,utility,cprc_framework,amount_type,amount_per_year_aud,amount_basis,card_types_included,eligible_cards_total,dedup_factor,eligible_households,unclaimed_rate,unclaimed_rate_source,cprc_data_quarter,unclaimed_households,unclaimed_total_aud,dss_data_quarter,dss_data_url,corroboration_source,cprc_citation
SA Energy Bill Concession,AU_SA_ENERGY_BILL_CONCESSION,SA,electricity,NECF,fixed_yearly,281.78,YAML YAML rule schedule → AU_SA_ENERGY_BILL_CONCESSION.amount.value (fixed yearly),pensioner_concession_card|health_care_card (incl. LIHCC)|dva_gold_card (generic),486527,0.7,340569,0.38,"CPRC Mind the Gap Figure 3, p11, NECF 2021-22 Q3",2021-22 Q3,129416,36466840,"DSS Payment Demographic Data, June 2022 (per CPRC endnote 10) + DVA Treatment Population, March 2022",https://data.gov.au/data/dataset/dss-payment-demographic-data,No independent corroboration available,"Consumer Policy Research Centre (CPRC), Mind the Gap — Identifying the gap between energy concession eligibility and concessions received, November 2022. Author: Ben Martin Hobbs."
