cluster_id,rule_id,jurisdiction,utility,cprc_framework,amount_type,amount_per_year_aud,amount_basis,card_types_included,eligible_cards_total,dedup_factor,eligible_households,unclaimed_rate,unclaimed_rate_source,cprc_data_quarter,unclaimed_households,unclaimed_total_aud,dss_data_quarter,dss_data_url,corroboration_source,cprc_citation
ACT Utilities Concession,AU_ACT_UTILITIES_CONCESSION,ACT,electricity,NECF,fixed_yearly,800.0,YAML YAML rule schedule → AU_ACT_UTILITIES_CONCESSION.amount.value (fixed yearly),pensioner_concession_card|health_care_card (incl. LIHCC)|dva_gold_card (generic),59135,0.7002,41407,0.31,"CPRC Mind the Gap Figure 3, p11, NECF 2021-22 Q3",2021-22 Q3,12836,10268800,"DSS Payment Demographic Data, June 2022 (per CPRC endnote 10) + DVA Treatment Population, March 2022",https://data.gov.au/data/dataset/dss-payment-demographic-data,No independent corroboration available — CPRC Fig 1 notes additional ACT HCC eligibility criteria not modelled (data unavailable),"Consumer Policy Research Centre (CPRC), Mind the Gap — Identifying the gap between energy concession eligibility and concessions received, November 2022. Author: Ben Martin Hobbs."
